Local Government Area,State/Territory,Age Group,Population
Circular Head,TAS,40 - 44,656
Circular Head,TAS,45 - 49,583
Circular Head,TAS,50 - 54,511
Circular Head,TAS,55 - 59,477
Circular Head,TAS,60 - 64,319
Circular Head,TAS,65 - 69,268
Circular Head,TAS,70 - 74,217
Circular Head,TAS,75 - 79,190
Circular Head,TAS,80 - 84,113
Circular Head,TAS,85 and over,97
Clare and Gilbert Valleys,SA,0 - 4,519
Clare and Gilbert Valleys,SA,5 - 9,576
Clare and Gilbert Valleys,SA,10 - 14,642
Clare and Gilbert Valleys,SA,15 - 19,521
Clare and Gilbert Valleys,SA,20 - 24,358
Clare and Gilbert Valleys,SA,25 - 29,358
Clare and Gilbert Valleys,SA,30 - 34,529
Clare and Gilbert Valleys,SA,35 - 39,598
Clare and Gilbert Valleys,SA,40 - 44,663
Clare and Gilbert Valleys,SA,45 - 49,668
Clare and Gilbert Valleys,SA,50 - 54,622
Clare and Gilbert Valleys,SA,55 - 59,550
Clare and Gilbert Valleys,SA,60 - 64,454
Clare and Gilbert Valleys,SA,65 - 69,363
Clare and Gilbert Valleys,SA,70 - 74,328
Clare and Gilbert Valleys,SA,75 - 79,272
Clare and Gilbert Valleys,SA,80 - 84,180
Clare and Gilbert Valleys,SA,85 and over,177
Claremont,WA,0 - 4,310
Claremont,WA,5 - 9,448
Claremont,WA,10 - 14,687
Claremont,WA,15 - 19,879
Claremont,WA,20 - 24,659
Claremont,WA,25 - 29,542
Claremont,WA,30 - 34,501
Claremont,WA,35 - 39,476
Claremont,WA,40 - 44,604
Claremont,WA,45 - 49,660
Claremont,WA,50 - 54,677
Claremont,WA,55 - 59,629
Claremont,WA,60 - 64,490
Claremont,WA,65 - 69,361
Claremont,WA,70 - 74,335
Claremont,WA,75 - 79,322
Claremont,WA,80 - 84,305
Claremont,WA,85 and over,335
Clarence,TAS,0 - 4,3011
Clarence,TAS,5 - 9,3182
Clarence,TAS,10 - 14,3571
Clarence,TAS,15 - 19,3640
Clarence,TAS,20 - 24,2760
Clarence,TAS,25 - 29,2639
Clarence,TAS,30 - 34,3121
Clarence,TAS,35 - 39,3291
Clarence,TAS,40 - 44,3913
Clarence,TAS,45 - 49,3764
Clarence,TAS,50 - 54,3511
Clarence,TAS,55 - 59,3028
Clarence,TAS,60 - 64,2510
Clarence,TAS,65 - 69,1977
Clarence,TAS,70 - 74,1917
Clarence,TAS,75 - 79,1641
Clarence,TAS,80 - 84,996
Clarence,TAS,85 and over,817
Clarence Valley,NSW,0 - 4,2995
Clarence Valley,NSW,5 - 9,3459
Clarence Valley,NSW,10 - 14,3833
Clarence Valley,NSW,15 - 19,3187
Clarence Valley,NSW,20 - 24,1907
Clarence Valley,NSW,25 - 29,2116
Clarence Valley,NSW,30 - 34,2628
Clarence Valley,NSW,35 - 39,3144
Clarence Valley,NSW,40 - 44,3836
Clarence Valley,NSW,45 - 49,3518
Clarence Valley,NSW,50 - 54,3416
Clarence Valley,NSW,55 - 59,3081
Clarence Valley,NSW,60 - 64,2735
Clarence Valley,NSW,65 - 69,2505
Clarence Valley,NSW,70 - 74,2263
Clarence Valley,NSW,75 - 79,1777
Clarence Valley,NSW,80 - 84,1149
Clarence Valley,NSW,85 and over,866
Cleve,SA,0 - 4,128
Cleve,SA,5 - 9,143
Cleve,SA,10 - 14,157
Cleve,SA,15 - 19,93
Cleve,SA,20 - 24,79
Cleve,SA,25 - 29,109
Cleve,SA,30 - 34,131
Cleve,SA,35 - 39,154
Cleve,SA,40 - 44,154
Cleve,SA,45 - 49,148
Cleve,SA,50 - 54,129
Cleve,SA,55 - 59,139
Cleve,SA,60 - 64,99
Cleve,SA,65 - 69,69
Cleve,SA,70 - 74,77
Cleve,SA,75 - 79,61
Cleve,SA,80 - 84,45
Cleve,SA,85 and over,43
Cloncurry,QLD,0 - 4,375
Cloncurry,QLD,5 - 9,304
Cloncurry,QLD,10 - 14,247
Cloncurry,QLD,15 - 19,236
Cloncurry,QLD,20 - 24,346
Cloncurry,QLD,25 - 29,374
Cloncurry,QLD,30 - 34,333
Cloncurry,QLD,35 - 39,294
Cloncurry,QLD,40 - 44,278
Cloncurry,QLD,45 - 49,224
Cloncurry,QLD,50 - 54,190
Cloncurry,QLD,55 - 59,137
Cloncurry,QLD,60 - 64,102
Cloncurry,QLD,65 - 69,70
Cloncurry,QLD,70 - 74,56
Cloncurry,QLD,75 - 79,51
Cloncurry,QLD,80 - 84,23
Cloncurry,QLD,85 and over,24
Cobar,NSW,0 - 4,469
Cobar,NSW,5 - 9,427
Cobar,NSW,10 - 14,415
Cobar,NSW,15 - 19,329
Cobar,NSW,20 - 24,336
Cobar,NSW,25 - 29,364
Cobar,NSW,30 - 34,409
Cobar,NSW,35 - 39,406
Cobar,NSW,40 - 44,429
Cobar,NSW,45 - 49,357
Cobar,NSW,50 - 54,278
Cobar,NSW,55 - 59,217
Cobar,NSW,60 - 64,214
Cobar,NSW,65 - 69,168
Cobar,NSW,70 - 74,136
Cobar,NSW,75 - 79,78
Cobar,NSW,80 - 84,48
Cobar,NSW,85 and over,47
Cockburn,WA,0 - 4,5344
Cockburn,WA,5 - 9,5173
Cockburn,WA,10 - 14,5287
Cockburn,WA,15 - 19,5080
Cockburn,WA,20 - 24,4890
Cockburn,WA,25 - 29,5448
Cockburn,WA,30 - 34,6074
Cockburn,WA,35 - 39,5813
Cockburn,WA,40 - 44,5711
Cockburn,WA,45 - 49,5006
Cockburn,WA,50 - 54,4495
Cockburn,WA,55 - 59,3533
Cockburn,WA,60 - 64,2705
Cockburn,WA,65 - 69,2240
Cockburn,WA,70 - 74,1695
Cockburn,WA,75 - 79,1211
Cockburn,WA,80 - 84,737
Cockburn,WA,85 and over,526
Coffs Harbour,NSW,0 - 4,3885
Coffs Harbour,NSW,5 - 9,4613
Coffs Harbour,NSW,10 - 14,5103
Coffs Harbour,NSW,15 - 19,4710
Coffs Harbour,NSW,20 - 24,3081
Coffs Harbour,NSW,25 - 29,3004
Coffs Harbour,NSW,30 - 34,3725
Coffs Harbour,NSW,35 - 39,4229
Coffs Harbour,NSW,40 - 44,5076
Coffs Harbour,NSW,45 - 49,4972
Coffs Harbour,NSW,50 - 54,4468
Coffs Harbour,NSW,55 - 59,3753
Coffs Harbour,NSW,60 - 64,3046
Coffs Harbour,NSW,65 - 69,2798
Coffs Harbour,NSW,70 - 74,2601
Coffs Harbour,NSW,75 - 79,2102
Coffs Harbour,NSW,80 - 84,1387
Coffs Harbour,NSW,85 and over,1000
Colac-Otway,VIC,0 - 4,1299
Colac-Otway,VIC,5 - 9,1487
Colac-Otway,VIC,10 - 14,1623
Colac-Otway,VIC,15 - 19,1478
Colac-Otway,VIC,20 - 24,1030
Colac-Otway,VIC,25 - 29,1086
Colac-Otway,VIC,30 - 34,1264
Colac-Otway,VIC,35 - 39,1361
Colac-Otway,VIC,40 - 44,1566
Colac-Otway,VIC,45 - 49,1492
Colac-Otway,VIC,50 - 54,1400
Colac-Otway,VIC,55 - 59,1224
Colac-Otway,VIC,60 - 64,1025
Colac-Otway,VIC,65 - 69,878
Colac-Otway,VIC,70 - 74,832
Colac-Otway,VIC,75 - 79,764
Colac-Otway,VIC,80 - 84,504
Colac-Otway,VIC,85 and over,376
Collie,WA,0 - 4,627
Collie,WA,5 - 9,773
Collie,WA,10 - 14,724
Collie,WA,15 - 19,632
Collie,WA,20 - 24,461
Collie,WA,25 - 29,519
Collie,WA,30 - 34,642
Collie,WA,35 - 39,656
Collie,WA,40 - 44,737
Collie,WA,45 - 49,736
Collie,WA,50 - 54,669
Collie,WA,55 - 59,517
Collie,WA,60 - 64,356
Collie,WA,65 - 69,332
Collie,WA,70 - 74,291
Collie,WA,75 - 79,249
Collie,WA,80 - 84,147
Collie,WA,85 and over,105
Coober Pedy,SA,0 - 4,142
Coober Pedy,SA,5 - 9,137
Coober Pedy,SA,10 - 14,149
Coober Pedy,SA,15 - 19,119
Coober Pedy,SA,20 - 24,107
Coober Pedy,SA,25 - 29,142
Coober Pedy,SA,30 - 34,151
Coober Pedy,SA,35 - 39,180
Coober Pedy,SA,40 - 44,189
Coober Pedy,SA,45 - 49,181
Coober Pedy,SA,50 - 54,185
Coober Pedy,SA,55 - 59,202
Coober Pedy,SA,60 - 64,188
Coober Pedy,SA,65 - 69,110
Coober Pedy,SA,70 - 74,68
Coober Pedy,SA,75 - 79,22
Coober Pedy,SA,80 - 84,14
Coober Pedy,SA,85 and over,12
Cook,QLD,0 - 4,263
Cook,QLD,5 - 9,220
Cook,QLD,10 - 14,242
Cook,QLD,15 - 19,193
Cook,QLD,20 - 24,200
Cook,QLD,25 - 29,226
Cook,QLD,30 - 34,294
Cook,QLD,35 - 39,279
Cook,QLD,40 - 44,309
Cook,QLD,45 - 49,298
Cook,QLD,50 - 54,333
Cook,QLD,55 - 59,232
Cook,QLD,60 - 64,183
Cook,QLD,65 - 69,126
Cook,QLD,70 - 74,97
Cook,QLD,75 - 79,71
Cook,QLD,80 - 84,48
Cook,QLD,85 and over,36
Coolamon,NSW,0 - 4,307
Coolamon,NSW,5 - 9,341
Coolamon,NSW,10 - 14,352
Coolamon,NSW,15 - 19,237
Coolamon,NSW,20 - 24,165
Coolamon,NSW,25 - 29,173
Coolamon,NSW,30 - 34,264
Coolamon,NSW,35 - 39,269
Coolamon,NSW,40 - 44,326
Coolamon,NSW,45 - 49,283
Coolamon,NSW,50 - 54,232
Coolamon,NSW,55 - 59,253
Coolamon,NSW,60 - 64,223
Coolamon,NSW,65 - 69,194
Coolamon,NSW,70 - 74,161
Coolamon,NSW,75 - 79,139
Coolamon,NSW,80 - 84,85
Coolamon,NSW,85 and over,74
Coolgardie,WA,0 - 4,436
Coolgardie,WA,5 - 9,440
Coolgardie,WA,10 - 14,371
Coolgardie,WA,15 - 19,236
Coolgardie,WA,20 - 24,263
Coolgardie,WA,25 - 29,379
Coolgardie,WA,30 - 34,454
Coolgardie,WA,35 - 39,412
Coolgardie,WA,40 - 44,349
Coolgardie,WA,45 - 49,265
Coolgardie,WA,50 - 54,254
Coolgardie,WA,55 - 59,163
Coolgardie,WA,60 - 64,99
Coolgardie,WA,65 - 69,49
Coolgardie,WA,70 - 74,25
Coolgardie,WA,75 - 79,23
Coolgardie,WA,80 - 84,13
Coolgardie,WA,85 and over,9
Coomalie,NT,0 - 4,76
Coomalie,NT,5 - 9,109
Coomalie,NT,10 - 14,83
Coomalie,NT,15 - 19,76
Coomalie,NT,20 - 24,56
Coomalie,NT,25 - 29,54
Coomalie,NT,30 - 34,84
Coomalie,NT,35 - 39,108
Coomalie,NT,40 - 44,113
Coomalie,NT,45 - 49,91
Coomalie,NT,50 - 54,93
Coomalie,NT,55 - 59,65
Coomalie,NT,60 - 64,64
Coomalie,NT,65 - 69,25
Coomalie,NT,70 - 74,28
Coomalie,NT,75 - 79,6
Coomalie,NT,80 - 84,4
Coomalie,NT,85 and over,5
Coonamble,NSW,0 - 4,386
Coonamble,NSW,5 - 9,440
Coonamble,NSW,10 - 14,362
Coonamble,NSW,15 - 19,277
Coonamble,NSW,20 - 24,235
Coonamble,NSW,25 - 29,243
Coonamble,NSW,30 - 34,337
Coonamble,NSW,35 - 39,347
Coonamble,NSW,40 - 44,344
Coonamble,NSW,45 - 49,318
Coonamble,NSW,50 - 54,291
Coonamble,NSW,55 - 59,245
Coonamble,NSW,60 - 64,219
Coonamble,NSW,65 - 69,201
Coonamble,NSW,70 - 74,188
Coonamble,NSW,75 - 79,120
Coonamble,NSW,80 - 84,77
Coonamble,NSW,85 and over,60
Coorow,WA,0 - 4,101
Coorow,WA,5 - 9,116
Coorow,WA,10 - 14,107
Coorow,WA,15 - 19,39
Coorow,WA,20 - 24,42
Coorow,WA,25 - 29,95
Coorow,WA,30 - 34,132
Coorow,WA,35 - 39,126
Coorow,WA,40 - 44,118
Coorow,WA,45 - 49,113
Coorow,WA,50 - 54,95
Coorow,WA,55 - 59,85
Coorow,WA,60 - 64,72
Coorow,WA,65 - 69,63
Coorow,WA,70 - 74,36
Coorow,WA,75 - 79,22
Coorow,WA,80 - 84,6
Coorow,WA,85 and over,10
Copper Coast,SA,0 - 4,587
Copper Coast,SA,5 - 9,682
Copper Coast,SA,10 - 14,811
Copper Coast,SA,15 - 19,604
Copper Coast,SA,20 - 24,394
Copper Coast,SA,25 - 29,447
Copper Coast,SA,30 - 34,586
Copper Coast,SA,35 - 39,727
Copper Coast,SA,40 - 44,763
Copper Coast,SA,45 - 49,714
Copper Coast,SA,50 - 54,742
Copper Coast,SA,55 - 59,771
Copper Coast,SA,60 - 64,778
Copper Coast,SA,65 - 69,717
Copper Coast,SA,70 - 74,657
Copper Coast,SA,75 - 79,499
Copper Coast,SA,80 - 84,338
Copper Coast,SA,85 and over,237
Corangamite,VIC,0 - 4,1190
Corangamite,VIC,5 - 9,1384
Corangamite,VIC,10 - 14,1374
Corangamite,VIC,15 - 19,1112
Corangamite,VIC,20 - 24,737
Corangamite,VIC,25 - 29,852
Corangamite,VIC,30 - 34,1065
Corangamite,VIC,35 - 39,1217
Corangamite,VIC,40 - 44,1299
Corangamite,VIC,45 - 49,1134
Corangamite,VIC,50 - 54,1125
Corangamite,VIC,55 - 59,1017
Corangamite,VIC,60 - 64,956
Corangamite,VIC,65 - 69,810
Corangamite,VIC,70 - 74,718
Corangamite,VIC,75 - 79,577
Corangamite,VIC,80 - 84,342
Corangamite,VIC,85 and over,323
Corrigin,WA,0 - 4,90
Corrigin,WA,5 - 9,103
Corrigin,WA,10 - 14,93
Corrigin,WA,15 - 19,35
Corrigin,WA,20 - 24,51
Corrigin,WA,25 - 29,78
Corrigin,WA,30 - 34,98
Corrigin,WA,35 - 39,90
Corrigin,WA,40 - 44,115
Corrigin,WA,45 - 49,93
Corrigin,WA,50 - 54,111
Corrigin,WA,55 - 59,78
Corrigin,WA,60 - 64,81
Corrigin,WA,65 - 69,50
Corrigin,WA,70 - 74,37
Corrigin,WA,75 - 79,34
Corrigin,WA,80 - 84,30
Corrigin,WA,85 and over,25
Cottesloe,WA,0 - 4,379
Cottesloe,WA,5 - 9,346
Cottesloe,WA,10 - 14,413
Cottesloe,WA,15 - 19,500
Cottesloe,WA,20 - 24,555
Cottesloe,WA,25 - 29,536
Cottesloe,WA,30 - 34,561
Cottesloe,WA,35 - 39,493
Cottesloe,WA,40 - 44,560
Cottesloe,WA,45 - 49,574
Cottesloe,WA,50 - 54,609
Cottesloe,WA,55 - 59,511
Cottesloe,WA,60 - 64,399
Cottesloe,WA,65 - 69,250
Cottesloe,WA,70 - 74,223
Cottesloe,WA,75 - 79,234
Cottesloe,WA,80 - 84,165
Cottesloe,WA,85 and over,179
Cowra,NSW,0 - 4,889
Cowra,NSW,5 - 9,1028
Cowra,NSW,10 - 14,949
Cowra,NSW,15 - 19,841
Cowra,NSW,20 - 24,589
Cowra,NSW,25 - 29,693
Cowra,NSW,30 - 34,753
Cowra,NSW,35 - 39,856
Cowra,NSW,40 - 44,893
Cowra,NSW,45 - 49,852
Cowra,NSW,50 - 54,873
Cowra,NSW,55 - 59,800
Cowra,NSW,60 - 64,714
Cowra,NSW,65 - 69,639
Cowra,NSW,70 - 74,593
Cowra,NSW,75 - 79,452
Cowra,NSW,80 - 84,275
Cowra,NSW,85 and over,233
Cranbrook,WA,0 - 4,78
Cranbrook,WA,5 - 9,89
Cranbrook,WA,10 - 14,69
Cranbrook,WA,15 - 19,50
Cranbrook,WA,20 - 24,68
Cranbrook,WA,25 - 29,59
Cranbrook,WA,30 - 34,88
Cranbrook,WA,35 - 39,78
Cranbrook,WA,40 - 44,88
Cranbrook,WA,45 - 49,86
Cranbrook,WA,50 - 54,91
Cranbrook,WA,55 - 59,68
Cranbrook,WA,60 - 64,49
Cranbrook,WA,65 - 69,38
Cranbrook,WA,70 - 74,33
Cranbrook,WA,75 - 79,23
Cranbrook,WA,80 - 84,15
Cranbrook,WA,85 and over,14
Croydon,QLD,0 - 4,25
Croydon,QLD,5 - 9,37
Croydon,QLD,10 - 14,12
Croydon,QLD,15 - 19,14
Croydon,QLD,20 - 24,15
Croydon,QLD,25 - 29,27
Croydon,QLD,30 - 34,28
Croydon,QLD,35 - 39,23
Croydon,QLD,40 - 44,17
Croydon,QLD,45 - 49,11
Croydon,QLD,50 - 54,19
Croydon,QLD,55 - 59,23
Croydon,QLD,60 - 64,6
Croydon,QLD,65 - 69,6
Croydon,QLD,70 - 74,5
Croydon,QLD,75 - 79,4
Croydon,QLD,80 - 84,2
Croydon,QLD,85 and over,3
Cuballing,WA,0 - 4,50
Cuballing,WA,5 - 9,50
Cuballing,WA,10 - 14,47
Cuballing,WA,15 - 19,50
Cuballing,WA,20 - 24,23
Cuballing,WA,25 - 29,41
Cuballing,WA,30 - 34,48
Cuballing,WA,35 - 39,58
Cuballing,WA,40 - 44,58
Cuballing,WA,45 - 49,60
Cuballing,WA,50 - 54,61
Cuballing,WA,55 - 59,61
Cuballing,WA,60 - 64,44
Cuballing,WA,65 - 69,35
Cuballing,WA,70 - 74,20
Cuballing,WA,75 - 79,13
Cuballing,WA,80 - 84,6
Cuballing,WA,85 and over,2
Cue,WA,0 - 4,28
Cue,WA,5 - 9,34
Cue,WA,10 - 14,24
Cue,WA,15 - 19,18
Cue,WA,20 - 24,16
Cue,WA,25 - 29,28
Cue,WA,30 - 34,45
Cue,WA,35 - 39,35
Cue,WA,40 - 44,37
Cue,WA,45 - 49,27
Cue,WA,50 - 54,37
Cue,WA,55 - 59,19
Cue,WA,60 - 64,22
Cue,WA,65 - 69,14
Cue,WA,70 - 74,4
Cue,WA,75 - 79,3
Cue,WA,80 - 84,2
Cue,WA,85 and over,3
Cunderdin,WA,0 - 4,97
Cunderdin,WA,5 - 9,127
Cunderdin,WA,10 - 14,119
Cunderdin,WA,15 - 19,125
Cunderdin,WA,20 - 24,78
Cunderdin,WA,25 - 29,68
Cunderdin,WA,30 - 34,100
Cunderdin,WA,35 - 39,105
Cunderdin,WA,40 - 44,100
Cunderdin,WA,45 - 49,106
Cunderdin,WA,50 - 54,88
Cunderdin,WA,55 - 59,79
Cunderdin,WA,60 - 64,63
Cunderdin,WA,65 - 69,56
Cunderdin,WA,70 - 74,45
Cunderdin,WA,75 - 79,32
Cunderdin,WA,80 - 84,15
Cunderdin,WA,85 and over,23
Dalwallinu,WA,0 - 4,153
Dalwallinu,WA,5 - 9,166
Dalwallinu,WA,10 - 14,176
Dalwallinu,WA,15 - 19,94
Dalwallinu,WA,20 - 24,105
Dalwallinu,WA,25 - 29,119
Dalwallinu,WA,30 - 34,134
Dalwallinu,WA,35 - 39,142
Dalwallinu,WA,40 - 44,143
Dalwallinu,WA,45 - 49,127
Dalwallinu,WA,50 - 54,97
Dalwallinu,WA,55 - 59,80
Dalwallinu,WA,60 - 64,73
Dalwallinu,WA,65 - 69,65
Dalwallinu,WA,70 - 74,54
Dalwallinu,WA,75 - 79,39
Dalwallinu,WA,80 - 84,21
Dalwallinu,WA,85 and over,26
Dandaragan,WA,0 - 4,238
Dandaragan,WA,5 - 9,245
Dandaragan,WA,10 - 14,179
Dandaragan,WA,15 - 19,108
Dandaragan,WA,20 - 24,121
Dandaragan,WA,25 - 29,177
Dandaragan,WA,30 - 34,210
Dandaragan,WA,35 - 39,232
Dandaragan,WA,40 - 44,226
Dandaragan,WA,45 - 49,211
Dandaragan,WA,50 - 54,211
Dandaragan,WA,55 - 59,219
Dandaragan,WA,60 - 64,173
Dandaragan,WA,65 - 69,160
Dandaragan,WA,70 - 74,120
Dandaragan,WA,75 - 79,64
Dandaragan,WA,80 - 84,39
Dandaragan,WA,85 and over,13
Dardanup,WA,0 - 4,757
Dardanup,WA,5 - 9,784
Dardanup,WA,10 - 14,858
Dardanup,WA,15 - 19,666
Dardanup,WA,20 - 24,477
Dardanup,WA,25 - 29,617
Dardanup,WA,30 - 34,790
Dardanup,WA,35 - 39,754
Dardanup,WA,40 - 44,772
Dardanup,WA,45 - 49,656
Dardanup,WA,50 - 54,588
Dardanup,WA,55 - 59,430
Dardanup,WA,60 - 64,344
Dardanup,WA,65 - 69,251
Dardanup,WA,70 - 74,196
Dardanup,WA,75 - 79,153
Dardanup,WA,80 - 84,77
Dardanup,WA,85 and over,50
Darebin,VIC,0 - 4,7786
Darebin,VIC,5 - 9,6859
Darebin,VIC,10 - 14,6098
Darebin,VIC,15 - 19,6709
Darebin,VIC,20 - 24,9653
Darebin,VIC,25 - 29,11228
Darebin,VIC,30 - 34,12589
Darebin,VIC,35 - 39,10887
Darebin,VIC,40 - 44,9414
Darebin,VIC,45 - 49,7830
Darebin,VIC,50 - 54,6649
Darebin,VIC,55 - 59,5779
Darebin,VIC,60 - 64,5505
Darebin,VIC,65 - 69,5528
Darebin,VIC,70 - 74,5212
Darebin,VIC,75 - 79,4523
Darebin,VIC,80 - 84,2841
Darebin,VIC,85 and over,2269
Darwin,NT,0 - 4,4901
Darwin,NT,5 - 9,4540
Darwin,NT,10 - 14,4821
Darwin,NT,15 - 19,4771
Darwin,NT,20 - 24,5693
Darwin,NT,25 - 29,6498
Darwin,NT,30 - 34,6351
Darwin,NT,35 - 39,5842
Darwin,NT,40 - 44,5797
Darwin,NT,45 - 49,5492
Darwin,NT,50 - 54,5309
Darwin,NT,55 - 59,3603
Darwin,NT,60 - 64,2395
Darwin,NT,65 - 69,1287
Darwin,NT,70 - 74,901
Darwin,NT,75 - 79,581
Darwin,NT,80 - 84,291
Darwin,NT,85 and over,213
Denmark,WA,0 - 4,296
Denmark,WA,5 - 9,332
Denmark,WA,10 - 14,421
Denmark,WA,15 - 19,290
Denmark,WA,20 - 24,161
Denmark,WA,25 - 29,164
Denmark,WA,30 - 34,278
Denmark,WA,35 - 39,364
Denmark,WA,40 - 44,410
Denmark,WA,45 - 49,372
Denmark,WA,50 - 54,386
Denmark,WA,55 - 59,317
Denmark,WA,60 - 64,294
Denmark,WA,65 - 69,240
Denmark,WA,70 - 74,192
Denmark,WA,75 - 79,126
Denmark,WA,80 - 84,87
Denmark,WA,85 and over,60
Derby-West Kimberley,WA,0 - 4,925
Derby-West Kimberley,WA,5 - 9,783
Derby-West Kimberley,WA,10 - 14,716
Derby-West Kimberley,WA,15 - 19,674
Derby-West Kimberley,WA,20 - 24,811
Derby-West Kimberley,WA,25 - 29,834
Derby-West Kimberley,WA,30 - 34,783
Derby-West Kimberley,WA,35 - 39,676
Derby-West Kimberley,WA,40 - 44,554
Derby-West Kimberley,WA,45 - 49,449
Derby-West Kimberley,WA,50 - 54,349
Derby-West Kimberley,WA,55 - 59,283
Derby-West Kimberley,WA,60 - 64,208
Derby-West Kimberley,WA,65 - 69,140
Derby-West Kimberley,WA,70 - 74,96
Derby-West Kimberley,WA,75 - 79,57
Derby-West Kimberley,WA,80 - 84,41
Derby-West Kimberley,WA,85 and over,43
Derwent Valley,TAS,0 - 4,659
Derwent Valley,TAS,5 - 9,695
Derwent Valley,TAS,10 - 14,725
Derwent Valley,TAS,15 - 19,695
Derwent Valley,TAS,20 - 24,511
Derwent Valley,TAS,25 - 29,512
Derwent Valley,TAS,30 - 34,619
Derwent Valley,TAS,35 - 39,665
Derwent Valley,TAS,40 - 44,784
Derwent Valley,TAS,45 - 49,679
Derwent Valley,TAS,50 - 54,673
Derwent Valley,TAS,55 - 59,562
Derwent Valley,TAS,60 - 64,466
Derwent Valley,TAS,65 - 69,384
Derwent Valley,TAS,70 - 74,285
Derwent Valley,TAS,75 - 79,208
Derwent Valley,TAS,80 - 84,122
Derwent Valley,TAS,85 and over,102
Devonport,TAS,0 - 4,1585
Devonport,TAS,5 - 9,1672
Devonport,TAS,10 - 14,1715
Devonport,TAS,15 - 19,1597
Devonport,TAS,20 - 24,1426
Devonport,TAS,25 - 29,1375
Devonport,TAS,30 - 34,1635
Devonport,TAS,35 - 39,1581
Devonport,TAS,40 - 44,1779
Devonport,TAS,45 - 49,1670
Devonport,TAS,50 - 54,1617
Devonport,TAS,55 - 59,1469
Devonport,TAS,60 - 64,1263
Devonport,TAS,65 - 69,1084
Devonport,TAS,70 - 74,984
Devonport,TAS,75 - 79,879
Devonport,TAS,80 - 84,605
Devonport,TAS,85 and over,411
Diamantina,QLD,0 - 4,26
Diamantina,QLD,5 - 9,24
Diamantina,QLD,10 - 14,17
Diamantina,QLD,15 - 19,24
Diamantina,QLD,20 - 24,23
Diamantina,QLD,25 - 29,34
Diamantina,QLD,30 - 34,28
Diamantina,QLD,35 - 39,30
Diamantina,QLD,40 - 44,22
Diamantina,QLD,45 - 49,22
Diamantina,QLD,50 - 54,26
Diamantina,QLD,55 - 59,10
Diamantina,QLD,60 - 64,11
Diamantina,QLD,65 - 69,6
Diamantina,QLD,70 - 74,4
Diamantina,QLD,75 - 79,5
Diamantina,QLD,80 - 84,0
Diamantina,QLD,85 and over,1
Donnybrook-Balingup,WA,0 - 4,297
Donnybrook-Balingup,WA,5 - 9,351
Donnybrook-Balingup,WA,10 - 14,416
Donnybrook-Balingup,WA,15 - 19,308
Donnybrook-Balingup,WA,20 - 24,194
Donnybrook-Balingup,WA,25 - 29,211
Donnybrook-Balingup,WA,30 - 34,294
Donnybrook-Balingup,WA,35 - 39,359
Donnybrook-Balingup,WA,40 - 44,413
Donnybrook-Balingup,WA,45 - 49,435
Donnybrook-Balingup,WA,50 - 54,343
Donnybrook-Balingup,WA,55 - 59,320
Donnybrook-Balingup,WA,60 - 64,242
Donnybrook-Balingup,WA,65 - 69,184
Donnybrook-Balingup,WA,70 - 74,133
Donnybrook-Balingup,WA,75 - 79,87
Donnybrook-Balingup,WA,80 - 84,49
Donnybrook-Balingup,WA,85 and over,55
Doomadgee,QLD,0 - 4,164
Doomadgee,QLD,5 - 9,148
Doomadgee,QLD,10 - 14,115
Doomadgee,QLD,15 - 19,118
Doomadgee,QLD,20 - 24,131
Doomadgee,QLD,25 - 29,126
Doomadgee,QLD,30 - 34,89
Doomadgee,QLD,35 - 39,54
Doomadgee,QLD,40 - 44,66
Doomadgee,QLD,45 - 49,42
Doomadgee,QLD,50 - 54,38
Doomadgee,QLD,55 - 59,21
Doomadgee,QLD,60 - 64,20
Doomadgee,QLD,65 - 69,13
Doomadgee,QLD,70 - 74,5
Doomadgee,QLD,75 - 79,9
Doomadgee,QLD,80 - 84,5
Doomadgee,QLD,85 and over,2
Dorset,TAS,0 - 4,464
Dorset,TAS,5 - 9,569
Dorset,TAS,10 - 14,587
Dorset,TAS,15 - 19,481
Dorset,TAS,20 - 24,361
Dorset,TAS,25 - 29,380
Dorset,TAS,30 - 34,432
Dorset,TAS,35 - 39,538
Dorset,TAS,40 - 44,590
Dorset,TAS,45 - 49,532
Dorset,TAS,50 - 54,436
Dorset,TAS,55 - 59,437
Dorset,TAS,60 - 64,362
Dorset,TAS,65 - 69,339
Dorset,TAS,70 - 74,330
Dorset,TAS,75 - 79,234
Dorset,TAS,80 - 84,173
Dorset,TAS,85 and over,122
Dowerin,WA,0 - 4,64
Dowerin,WA,5 - 9,55
Dowerin,WA,10 - 14,57
Dowerin,WA,15 - 19,43
Dowerin,WA,20 - 24,69
Dowerin,WA,25 - 29,52
Dowerin,WA,30 - 34,66
Dowerin,WA,35 - 39,51
Dowerin,WA,40 - 44,48
Dowerin,WA,45 - 49,69
Dowerin,WA,50 - 54,56
Dowerin,WA,55 - 59,46
Dowerin,WA,60 - 64,35
Dowerin,WA,65 - 69,26
Dowerin,WA,70 - 74,27
Dowerin,WA,75 - 79,21
Dowerin,WA,80 - 84,17
Dowerin,WA,85 and over,4
Dumbleyung,WA,0 - 4,65
Dumbleyung,WA,5 - 9,66
Dumbleyung,WA,10 - 14,40
Dumbleyung,WA,15 - 19,25
Dumbleyung,WA,20 - 24,35
Dumbleyung,WA,25 - 29,46
Dumbleyung,WA,30 - 34,50
