Local Government Area,State/Territory,Age Group,Population
Copper Coast,SA,25 - 29,431
Copper Coast,SA,30 - 34,547
Copper Coast,SA,35 - 39,687
Copper Coast,SA,40 - 44,831
Copper Coast,SA,45 - 49,707
Copper Coast,SA,50 - 54,774
Copper Coast,SA,55 - 59,827
Copper Coast,SA,60 - 64,788
Copper Coast,SA,65 - 69,762
Copper Coast,SA,70 - 74,641
Copper Coast,SA,75 - 79,522
Copper Coast,SA,80 - 84,361
Copper Coast,SA,85 and over,258
Corangamite,VIC,0 - 4,1133
Corangamite,VIC,5 - 9,1330
Corangamite,VIC,10 - 14,1366
Corangamite,VIC,15 - 19,1136
Corangamite,VIC,20 - 24,726
Corangamite,VIC,25 - 29,796
Corangamite,VIC,30 - 34,998
Corangamite,VIC,35 - 39,1155
Corangamite,VIC,40 - 44,1301
Corangamite,VIC,45 - 49,1200
Corangamite,VIC,50 - 54,1123
Corangamite,VIC,55 - 59,1028
Corangamite,VIC,60 - 64,915
Corangamite,VIC,65 - 69,844
Corangamite,VIC,70 - 74,666
Corangamite,VIC,75 - 79,586
Corangamite,VIC,80 - 84,384
Corangamite,VIC,85 and over,275
Corrigin,WA,0 - 4,92
Corrigin,WA,5 - 9,102
Corrigin,WA,10 - 14,75
Corrigin,WA,15 - 19,47
Corrigin,WA,20 - 24,61
Corrigin,WA,25 - 29,71
Corrigin,WA,30 - 34,91
Corrigin,WA,35 - 39,85
Corrigin,WA,40 - 44,96
Corrigin,WA,45 - 49,93
Corrigin,WA,50 - 54,104
Corrigin,WA,55 - 59,69
Corrigin,WA,60 - 64,80
Corrigin,WA,65 - 69,44
Corrigin,WA,70 - 74,43
Corrigin,WA,75 - 79,23
Corrigin,WA,80 - 84,25
Corrigin,WA,85 and over,16
Cottesloe,WA,0 - 4,413
Cottesloe,WA,5 - 9,357
Cottesloe,WA,10 - 14,433
Cottesloe,WA,15 - 19,487
Cottesloe,WA,20 - 24,569
Cottesloe,WA,25 - 29,492
Cottesloe,WA,30 - 34,526
Cottesloe,WA,35 - 39,502
Cottesloe,WA,40 - 44,537
Cottesloe,WA,45 - 49,565
Cottesloe,WA,50 - 54,630
Cottesloe,WA,55 - 59,563
Cottesloe,WA,60 - 64,426
Cottesloe,WA,65 - 69,292
Cottesloe,WA,70 - 74,205
Cottesloe,WA,75 - 79,230
Cottesloe,WA,80 - 84,183
Cottesloe,WA,85 and over,185
Cowra,NSW,0 - 4,849
Cowra,NSW,5 - 9,971
Cowra,NSW,10 - 14,982
Cowra,NSW,15 - 19,837
Cowra,NSW,20 - 24,586
Cowra,NSW,25 - 29,630
Cowra,NSW,30 - 34,749
Cowra,NSW,35 - 39,749
Cowra,NSW,40 - 44,871
Cowra,NSW,45 - 49,895
Cowra,NSW,50 - 54,863
Cowra,NSW,55 - 59,876
Cowra,NSW,60 - 64,739
Cowra,NSW,65 - 69,648
Cowra,NSW,70 - 74,569
Cowra,NSW,75 - 79,462
Cowra,NSW,80 - 84,301
Cowra,NSW,85 and over,227
Cranbrook,WA,0 - 4,74
Cranbrook,WA,5 - 9,95
Cranbrook,WA,10 - 14,64
Cranbrook,WA,15 - 19,40
Cranbrook,WA,20 - 24,80
Cranbrook,WA,25 - 29,70
Cranbrook,WA,30 - 34,88
Cranbrook,WA,35 - 39,71
Cranbrook,WA,40 - 44,95
Cranbrook,WA,45 - 49,95
Cranbrook,WA,50 - 54,92
Cranbrook,WA,55 - 59,80
Cranbrook,WA,60 - 64,56
Cranbrook,WA,65 - 69,42
Cranbrook,WA,70 - 74,24
Cranbrook,WA,75 - 79,22
Cranbrook,WA,80 - 84,18
Cranbrook,WA,85 and over,9
Croydon,QLD,0 - 4,23
Croydon,QLD,5 - 9,31
Croydon,QLD,10 - 14,16
Croydon,QLD,15 - 19,21
Croydon,QLD,20 - 24,19
Croydon,QLD,25 - 29,27
Croydon,QLD,30 - 34,23
Croydon,QLD,35 - 39,19
Croydon,QLD,40 - 44,24
Croydon,QLD,45 - 49,11
Croydon,QLD,50 - 54,18
Croydon,QLD,55 - 59,18
Croydon,QLD,60 - 64,4
Croydon,QLD,65 - 69,5
Croydon,QLD,70 - 74,6
Croydon,QLD,75 - 79,0
Croydon,QLD,80 - 84,0
Croydon,QLD,85 and over,1
Cuballing,WA,0 - 4,53
Cuballing,WA,5 - 9,58
Cuballing,WA,10 - 14,55
Cuballing,WA,15 - 19,38
Cuballing,WA,20 - 24,26
Cuballing,WA,25 - 29,30
Cuballing,WA,30 - 34,48
Cuballing,WA,35 - 39,66
Cuballing,WA,40 - 44,69
Cuballing,WA,45 - 49,62
Cuballing,WA,50 - 54,69
Cuballing,WA,55 - 59,64
Cuballing,WA,60 - 64,52
Cuballing,WA,65 - 69,48
Cuballing,WA,70 - 74,20
Cuballing,WA,75 - 79,7
Cuballing,WA,80 - 84,4
Cuballing,WA,85 and over,0
Cue,WA,0 - 4,24
Cue,WA,5 - 9,33
Cue,WA,10 - 14,32
Cue,WA,15 - 19,19
Cue,WA,20 - 24,18
Cue,WA,25 - 29,26
Cue,WA,30 - 34,36
Cue,WA,35 - 39,35
Cue,WA,40 - 44,22
Cue,WA,45 - 49,33
Cue,WA,50 - 54,28
Cue,WA,55 - 59,24
Cue,WA,60 - 64,16
Cue,WA,65 - 69,11
Cue,WA,70 - 74,9
Cue,WA,75 - 79,4
Cue,WA,80 - 84,0
Cue,WA,85 and over,3
Cunderdin,WA,0 - 4,84
Cunderdin,WA,5 - 9,99
Cunderdin,WA,10 - 14,109
Cunderdin,WA,15 - 19,121
Cunderdin,WA,20 - 24,81
Cunderdin,WA,25 - 29,60
Cunderdin,WA,30 - 34,72
Cunderdin,WA,35 - 39,100
Cunderdin,WA,40 - 44,95
Cunderdin,WA,45 - 49,110
Cunderdin,WA,50 - 54,83
Cunderdin,WA,55 - 59,82
Cunderdin,WA,60 - 64,63
Cunderdin,WA,65 - 69,67
Cunderdin,WA,70 - 74,54
Cunderdin,WA,75 - 79,31
Cunderdin,WA,80 - 84,20
Cunderdin,WA,85 and over,13
Dalwallinu,WA,0 - 4,123
Dalwallinu,WA,5 - 9,131
Dalwallinu,WA,10 - 14,133
Dalwallinu,WA,15 - 19,102
Dalwallinu,WA,20 - 24,95
Dalwallinu,WA,25 - 29,93
Dalwallinu,WA,30 - 34,111
Dalwallinu,WA,35 - 39,110
Dalwallinu,WA,40 - 44,147
Dalwallinu,WA,45 - 49,127
Dalwallinu,WA,50 - 54,101
Dalwallinu,WA,55 - 59,72
Dalwallinu,WA,60 - 64,56
Dalwallinu,WA,65 - 69,50
Dalwallinu,WA,70 - 74,53
Dalwallinu,WA,75 - 79,42
Dalwallinu,WA,80 - 84,23
Dalwallinu,WA,85 and over,19
Dandaragan,WA,0 - 4,219
Dandaragan,WA,5 - 9,247
Dandaragan,WA,10 - 14,168
Dandaragan,WA,15 - 19,92
Dandaragan,WA,20 - 24,128
Dandaragan,WA,25 - 29,162
Dandaragan,WA,30 - 34,220
Dandaragan,WA,35 - 39,235
Dandaragan,WA,40 - 44,241
Dandaragan,WA,45 - 49,193
Dandaragan,WA,50 - 54,236
Dandaragan,WA,55 - 59,223
Dandaragan,WA,60 - 64,190
Dandaragan,WA,65 - 69,172
Dandaragan,WA,70 - 74,114
Dandaragan,WA,75 - 79,72
Dandaragan,WA,80 - 84,35
Dandaragan,WA,85 and over,20
Dardanup,WA,0 - 4,731
Dardanup,WA,5 - 9,787
Dardanup,WA,10 - 14,889
Dardanup,WA,15 - 19,728
Dardanup,WA,20 - 24,504
Dardanup,WA,25 - 29,632
Dardanup,WA,30 - 34,735
Dardanup,WA,35 - 39,779
Dardanup,WA,40 - 44,794
Dardanup,WA,45 - 49,702
Dardanup,WA,50 - 54,618
Dardanup,WA,55 - 59,526
Dardanup,WA,60 - 64,363
Dardanup,WA,65 - 69,285
Dardanup,WA,70 - 74,225
Dardanup,WA,75 - 79,167
Dardanup,WA,80 - 84,119
Dardanup,WA,85 and over,56
Darebin,VIC,0 - 4,7957
Darebin,VIC,5 - 9,6743
Darebin,VIC,10 - 14,6207
Darebin,VIC,15 - 19,6583
Darebin,VIC,20 - 24,9964
Darebin,VIC,25 - 29,11009
Darebin,VIC,30 - 34,12418
Darebin,VIC,35 - 39,11208
Darebin,VIC,40 - 44,9877
Darebin,VIC,45 - 49,8171
Darebin,VIC,50 - 54,6703
Darebin,VIC,55 - 59,6054
Darebin,VIC,60 - 64,5348
Darebin,VIC,65 - 69,5349
Darebin,VIC,70 - 74,5034
Darebin,VIC,75 - 79,4594
Darebin,VIC,80 - 84,3189
Darebin,VIC,85 and over,2327
Darwin,NT,0 - 4,4813
Darwin,NT,5 - 9,4528
Darwin,NT,10 - 14,4819
Darwin,NT,15 - 19,4560
Darwin,NT,20 - 24,5628
Darwin,NT,25 - 29,6154
Darwin,NT,30 - 34,6343
Darwin,NT,35 - 39,5648
Darwin,NT,40 - 44,5811
Darwin,NT,45 - 49,5327
Darwin,NT,50 - 54,5314
Darwin,NT,55 - 59,4140
Darwin,NT,60 - 64,2636
Darwin,NT,65 - 69,1530
Darwin,NT,70 - 74,869
Darwin,NT,75 - 79,670
Darwin,NT,80 - 84,342
Darwin,NT,85 and over,207
Denmark,WA,0 - 4,257
Denmark,WA,5 - 9,337
Denmark,WA,10 - 14,371
Denmark,WA,15 - 19,306
Denmark,WA,20 - 24,170
Denmark,WA,25 - 29,152
Denmark,WA,30 - 34,241
Denmark,WA,35 - 39,319
Denmark,WA,40 - 44,433
Denmark,WA,45 - 49,404
Denmark,WA,50 - 54,378
Denmark,WA,55 - 59,395
Denmark,WA,60 - 64,306
Denmark,WA,65 - 69,261
Denmark,WA,70 - 74,182
Denmark,WA,75 - 79,133
Denmark,WA,80 - 84,88
Denmark,WA,85 and over,63
Derby-West Kimberley,WA,0 - 4,874
Derby-West Kimberley,WA,5 - 9,801
Derby-West Kimberley,WA,10 - 14,590
Derby-West Kimberley,WA,15 - 19,636
Derby-West Kimberley,WA,20 - 24,767
Derby-West Kimberley,WA,25 - 29,740
Derby-West Kimberley,WA,30 - 34,636
Derby-West Kimberley,WA,35 - 39,564
Derby-West Kimberley,WA,40 - 44,566
Derby-West Kimberley,WA,45 - 49,444
Derby-West Kimberley,WA,50 - 54,399
Derby-West Kimberley,WA,55 - 59,281
Derby-West Kimberley,WA,60 - 64,198
Derby-West Kimberley,WA,65 - 69,132
Derby-West Kimberley,WA,70 - 74,91
Derby-West Kimberley,WA,75 - 79,53
Derby-West Kimberley,WA,80 - 84,31
Derby-West Kimberley,WA,85 and over,18
Derwent Valley,TAS,0 - 4,607
Derwent Valley,TAS,5 - 9,685
Derwent Valley,TAS,10 - 14,726
Derwent Valley,TAS,15 - 19,689
Derwent Valley,TAS,20 - 24,495
Derwent Valley,TAS,25 - 29,528
Derwent Valley,TAS,30 - 34,599
Derwent Valley,TAS,35 - 39,649
Derwent Valley,TAS,40 - 44,814
Derwent Valley,TAS,45 - 49,695
Derwent Valley,TAS,50 - 54,677
Derwent Valley,TAS,55 - 59,626
Derwent Valley,TAS,60 - 64,481
Derwent Valley,TAS,65 - 69,410
Derwent Valley,TAS,70 - 74,291
Derwent Valley,TAS,75 - 79,224
Derwent Valley,TAS,80 - 84,120
Derwent Valley,TAS,85 and over,105
Devonport,TAS,0 - 4,1549
Devonport,TAS,5 - 9,1734
Devonport,TAS,10 - 14,1746
Devonport,TAS,15 - 19,1619
Devonport,TAS,20 - 24,1462
Devonport,TAS,25 - 29,1420
Devonport,TAS,30 - 34,1644
Devonport,TAS,35 - 39,1635
Devonport,TAS,40 - 44,1765
Devonport,TAS,45 - 49,1684
Devonport,TAS,50 - 54,1671
Devonport,TAS,55 - 59,1585
Devonport,TAS,60 - 64,1283
Devonport,TAS,65 - 69,1147
Devonport,TAS,70 - 74,985
Devonport,TAS,75 - 79,879
Devonport,TAS,80 - 84,646
Devonport,TAS,85 and over,486
Diamantina,QLD,0 - 4,23
Diamantina,QLD,5 - 9,24
Diamantina,QLD,10 - 14,15
Diamantina,QLD,15 - 19,16
Diamantina,QLD,20 - 24,25
Diamantina,QLD,25 - 29,29
Diamantina,QLD,30 - 34,24
Diamantina,QLD,35 - 39,22
Diamantina,QLD,40 - 44,28
Diamantina,QLD,45 - 49,22
Diamantina,QLD,50 - 54,25
Diamantina,QLD,55 - 59,11
Diamantina,QLD,60 - 64,11
Diamantina,QLD,65 - 69,7
Diamantina,QLD,70 - 74,8
Diamantina,QLD,75 - 79,3
Diamantina,QLD,80 - 84,1
Diamantina,QLD,85 and over,1
Donnybrook-Balingup,WA,0 - 4,295
Donnybrook-Balingup,WA,5 - 9,317
Donnybrook-Balingup,WA,10 - 14,399
Donnybrook-Balingup,WA,15 - 19,309
Donnybrook-Balingup,WA,20 - 24,176
Donnybrook-Balingup,WA,25 - 29,206
Donnybrook-Balingup,WA,30 - 34,274
Donnybrook-Balingup,WA,35 - 39,338
Donnybrook-Balingup,WA,40 - 44,387
Donnybrook-Balingup,WA,45 - 49,436
Donnybrook-Balingup,WA,50 - 54,402
Donnybrook-Balingup,WA,55 - 59,340
Donnybrook-Balingup,WA,60 - 64,272
Donnybrook-Balingup,WA,65 - 69,198
Donnybrook-Balingup,WA,70 - 74,136
Donnybrook-Balingup,WA,75 - 79,96
Donnybrook-Balingup,WA,80 - 84,60
Donnybrook-Balingup,WA,85 and over,39
Doomadgee,QLD,0 - 4,168
Doomadgee,QLD,5 - 9,148
Doomadgee,QLD,10 - 14,120
Doomadgee,QLD,15 - 19,112
Doomadgee,QLD,20 - 24,113
Doomadgee,QLD,25 - 29,119
Doomadgee,QLD,30 - 34,93
Doomadgee,QLD,35 - 39,54
Doomadgee,QLD,40 - 44,71
Doomadgee,QLD,45 - 49,45
Doomadgee,QLD,50 - 54,33
Doomadgee,QLD,55 - 59,24
Doomadgee,QLD,60 - 64,18
Doomadgee,QLD,65 - 69,10
Doomadgee,QLD,70 - 74,5
Doomadgee,QLD,75 - 79,8
Doomadgee,QLD,80 - 84,1
Doomadgee,QLD,85 and over,0
Dorset,TAS,0 - 4,434
Dorset,TAS,5 - 9,536
Dorset,TAS,10 - 14,587
Dorset,TAS,15 - 19,481
Dorset,TAS,20 - 24,376
Dorset,TAS,25 - 29,348
Dorset,TAS,30 - 34,416
Dorset,TAS,35 - 39,467
Dorset,TAS,40 - 44,570
Dorset,TAS,45 - 49,591
Dorset,TAS,50 - 54,460
Dorset,TAS,55 - 59,462
Dorset,TAS,60 - 64,384
Dorset,TAS,65 - 69,350
Dorset,TAS,70 - 74,323
Dorset,TAS,75 - 79,244
Dorset,TAS,80 - 84,157
Dorset,TAS,85 and over,106
Dowerin,WA,0 - 4,66
Dowerin,WA,5 - 9,55
Dowerin,WA,10 - 14,50
Dowerin,WA,15 - 19,32
Dowerin,WA,20 - 24,68
Dowerin,WA,25 - 29,55
Dowerin,WA,30 - 34,55
Dowerin,WA,35 - 39,47
Dowerin,WA,40 - 44,44
Dowerin,WA,45 - 49,64
Dowerin,WA,50 - 54,60
Dowerin,WA,55 - 59,42
Dowerin,WA,60 - 64,34
Dowerin,WA,65 - 69,32
Dowerin,WA,70 - 74,26
Dowerin,WA,75 - 79,16
Dowerin,WA,80 - 84,11
Dowerin,WA,85 and over,3
Dumbleyung,WA,0 - 4,59
Dumbleyung,WA,5 - 9,53
Dumbleyung,WA,10 - 14,37
Dumbleyung,WA,15 - 19,25
Dumbleyung,WA,20 - 24,41
Dumbleyung,WA,25 - 29,47
Dumbleyung,WA,30 - 34,47
Dumbleyung,WA,35 - 39,66
Dumbleyung,WA,40 - 44,51
Dumbleyung,WA,45 - 49,65
Dumbleyung,WA,50 - 54,49
Dumbleyung,WA,55 - 59,53
Dumbleyung,WA,60 - 64,29
Dumbleyung,WA,65 - 69,24
Dumbleyung,WA,70 - 74,26
Dumbleyung,WA,75 - 79,13
Dumbleyung,WA,80 - 84,6
Dumbleyung,WA,85 and over,11
Dundas,WA,0 - 4,89
Dundas,WA,5 - 9,95
Dundas,WA,10 - 14,69
Dundas,WA,15 - 19,58
Dundas,WA,20 - 24,81
Dundas,WA,25 - 29,105
Dundas,WA,30 - 34,101
Dundas,WA,35 - 39,88
Dundas,WA,40 - 44,88
Dundas,WA,45 - 49,82
Dundas,WA,50 - 54,87
Dundas,WA,55 - 59,88
Dundas,WA,60 - 64,63
Dundas,WA,65 - 69,41
Dundas,WA,70 - 74,17
Dundas,WA,75 - 79,13
Dundas,WA,80 - 84,10
Dundas,WA,85 and over,7
Dungog,NSW,0 - 4,473
Dungog,NSW,5 - 9,593
Dungog,NSW,10 - 14,688
Dungog,NSW,15 - 19,583
Dungog,NSW,20 - 24,332
Dungog,NSW,25 - 29,329
Dungog,NSW,30 - 34,508
Dungog,NSW,35 - 39,558
Dungog,NSW,40 - 44,686
Dungog,NSW,45 - 49,644
Dungog,NSW,50 - 54,602
Dungog,NSW,55 - 59,544
Dungog,NSW,60 - 64,493
Dungog,NSW,65 - 69,394
Dungog,NSW,70 - 74,272
Dungog,NSW,75 - 79,234
Dungog,NSW,80 - 84,176
Dungog,NSW,85 and over,124
East Arnhem,NT,0 - 4,1105
East Arnhem,NT,5 - 9,976
East Arnhem,NT,10 - 14,888
East Arnhem,NT,15 - 19,872
East Arnhem,NT,20 - 24,864
East Arnhem,NT,25 - 29,778
East Arnhem,NT,30 - 34,766
East Arnhem,NT,35 - 39,637
East Arnhem,NT,40 - 44,558
East Arnhem,NT,45 - 49,438
East Arnhem,NT,50 - 54,365
East Arnhem,NT,55 - 59,236
East Arnhem,NT,60 - 64,181
East Arnhem,NT,65 - 69,79
East Arnhem,NT,70 - 74,47
East Arnhem,NT,75 - 79,21
East Arnhem,NT,80 - 84,15
East Arnhem,NT,85 and over,8
East Fremantle,WA,0 - 4,465
East Fremantle,WA,5 - 9,434
East Fremantle,WA,10 - 14,421
East Fremantle,WA,15 - 19,414
East Fremantle,WA,20 - 24,380
East Fremantle,WA,25 - 29,378
East Fremantle,WA,30 - 34,488
East Fremantle,WA,35 - 39,578
East Fremantle,WA,40 - 44,651
East Fremantle,WA,45 - 49,584
East Fremantle,WA,50 - 54,530
East Fremantle,WA,55 - 59,428
East Fremantle,WA,60 - 64,306
East Fremantle,WA,65 - 69,251
East Fremantle,WA,70 - 74,233
East Fremantle,WA,75 - 79,180
East Fremantle,WA,80 - 84,134
East Fremantle,WA,85 and over,129
East Gippsland,VIC,0 - 4,2139
East Gippsland,VIC,5 - 9,2507
East Gippsland,VIC,10 - 14,2858
East Gippsland,VIC,15 - 19,2554
East Gippsland,VIC,20 - 24,1621
East Gippsland,VIC,25 - 29,1626
East Gippsland,VIC,30 - 34,2020
East Gippsland,VIC,35 - 39,2327
East Gippsland,VIC,40 - 44,2764
East Gippsland,VIC,45 - 49,2885
East Gippsland,VIC,50 - 54,2928
East Gippsland,VIC,55 - 59,3045
East Gippsland,VIC,60 - 64,2669
East Gippsland,VIC,65 - 69,2351
East Gippsland,VIC,70 - 74,1975
East Gippsland,VIC,75 - 79,1674
East Gippsland,VIC,80 - 84,1082
East Gippsland,VIC,85 and over,751
East Pilbara,WA,0 - 4,577
East Pilbara,WA,5 - 9,534
East Pilbara,WA,10 - 14,477
East Pilbara,WA,15 - 19,452
East Pilbara,WA,20 - 24,556
East Pilbara,WA,25 - 29,618
East Pilbara,WA,30 - 34,701
East Pilbara,WA,35 - 39,598
East Pilbara,WA,40 - 44,570
East Pilbara,WA,45 - 49,501
East Pilbara,WA,50 - 54,437
East Pilbara,WA,55 - 59,253
East Pilbara,WA,60 - 64,129
East Pilbara,WA,65 - 69,68
East Pilbara,WA,70 - 74,48
East Pilbara,WA,75 - 79,27
East Pilbara,WA,80 - 84,12
East Pilbara,WA,85 and over,5
Elliston,SA,0 - 4,89
Elliston,SA,5 - 9,105
Elliston,SA,10 - 14,99
Elliston,SA,15 - 19,46
Elliston,SA,20 - 24,49
Elliston,SA,25 - 29,79
Elliston,SA,30 - 34,85
Elliston,SA,35 - 39,63
Elliston,SA,40 - 44,122
Elliston,SA,45 - 49,99
Elliston,SA,50 - 54,88
Elliston,SA,55 - 59,57
Elliston,SA,60 - 64,73
Elliston,SA,65 - 69,44
Elliston,SA,70 - 74,31
Elliston,SA,75 - 79,31
Elliston,SA,80 - 84,8
Elliston,SA,85 and over,7
Esperance,WA,0 - 4,995
Esperance,WA,5 - 9,1164
Esperance,WA,10 - 14,1153
Esperance,WA,15 - 19,947
Esperance,WA,20 - 24,689
Esperance,WA,25 - 29,785
Esperance,WA,30 - 34,971
Esperance,WA,35 - 39,1087
Esperance,WA,40 - 44,1144
Esperance,WA,45 - 49,1001
Esperance,WA,50 - 54,826
Esperance,WA,55 - 59,801
Esperance,WA,60 - 64,635
Esperance,WA,65 - 69,514
Esperance,WA,70 - 74,384
Esperance,WA,75 - 79,278
Esperance,WA,80 - 84,151
Esperance,WA,85 and over,144
Etheridge,QLD,0 - 4,77
Etheridge,QLD,5 - 9,68
Etheridge,QLD,10 - 14,36
Etheridge,QLD,15 - 19,39
Etheridge,QLD,20 - 24,58
Etheridge,QLD,25 - 29,53
Etheridge,QLD,30 - 34,66
Etheridge,QLD,35 - 39,82
Etheridge,QLD,40 - 44,71
Etheridge,QLD,45 - 49,56
Etheridge,QLD,50 - 54,65
Etheridge,QLD,55 - 59,54
Etheridge,QLD,60 - 64,86
Etheridge,QLD,65 - 69,36
Etheridge,QLD,70 - 74,22
Etheridge,QLD,75 - 79,15
Etheridge,QLD,80 - 84,12
Etheridge,QLD,85 and over,1
Eurobodalla,NSW,0 - 4,1806
Eurobodalla,NSW,5 - 9,2086
Eurobodalla,NSW,10 - 14,2505
Eurobodalla,NSW,15 - 19,2073
Eurobodalla,NSW,20 - 24,1255
Eurobodalla,NSW,25 - 29,1257
Eurobodalla,NSW,30 - 34,1691
Eurobodalla,NSW,35 - 39,1881
Eurobodalla,NSW,40 - 44,2458
Eurobodalla,NSW,45 - 49,2622
Eurobodalla,NSW,50 - 54,2646
Eurobodalla,NSW,55 - 59,2807
Eurobodalla,NSW,60 - 64,2525
Eurobodalla,NSW,65 - 69,2211
Eurobodalla,NSW,70 - 74,1953
Eurobodalla,NSW,75 - 79,1681
Eurobodalla,NSW,80 - 84,1139
Eurobodalla,NSW,85 and over,730
Exmouth,WA,0 - 4,167
Exmouth,WA,5 - 9,154
Exmouth,WA,10 - 14,143
Exmouth,WA,15 - 19,91
Exmouth,WA,20 - 24,114
Exmouth,WA,25 - 29,177
Exmouth,WA,30 - 34,213
Exmouth,WA,35 - 39,207
Exmouth,WA,40 - 44,207
Exmouth,WA,45 - 49,191
Exmouth,WA,50 - 54,170
Exmouth,WA,55 - 59,149
Exmouth,WA,60 - 64,95
Exmouth,WA,65 - 69,68
Exmouth,WA,70 - 74,64
Exmouth,WA,75 - 79,35
Exmouth,WA,80 - 84,14
Exmouth,WA,85 and over,7
Fairfield,NSW,0 - 4,12317
Fairfield,NSW,5 - 9,13546
Fairfield,NSW,10 - 14,14022
Fairfield,NSW,15 - 19,14246
Fairfield,NSW,20 - 24,14486
Fairfield,NSW,25 - 29,12762
Fairfield,NSW,30 - 34,13748
Fairfield,NSW,35 - 39,13346
Fairfield,NSW,40 - 44,14575
Fairfield,NSW,45 - 49,13902
Fairfield,NSW,50 - 54,12085
Fairfield,NSW,55 - 59,9652
Fairfield,NSW,60 - 64,7462
Fairfield,NSW,65 - 69,6057
Fairfield,NSW,70 - 74,5326
Fairfield,NSW,75 - 79,4005
Fairfield,NSW,80 - 84,2530
Fairfield,NSW,85 and over,1495
Flinders,QLD,0 - 4,174
Flinders,QLD,0 - 4,47
Flinders,QLD,5 - 9,150
Flinders,QLD,5 - 9,44
Flinders,QLD,10 - 14,144
Flinders,QLD,10 - 14,57
Flinders,QLD,15 - 19,111
Flinders,QLD,15 - 19,35
Flinders,QLD,20 - 24,95
Flinders,QLD,20 - 24,27
Flinders,QLD,25 - 29,130
Flinders,QLD,25 - 29,48
Flinders,QLD,30 - 34,157
Flinders,QLD,30 - 34,32
Flinders,QLD,35 - 39,129
Flinders,QLD,35 - 39,65
Flinders,QLD,40 - 44,161
Flinders,QLD,40 - 44,67
Flinders,QLD,45 - 49,145
Flinders,QLD,45 - 49,78
Flinders,QLD,50 - 54,121
Flinders,QLD,50 - 54,93
Flinders,QLD,55 - 59,106
Flinders,QLD,55 - 59,90
Flinders,QLD,60 - 64,103
Flinders,QLD,60 - 64,73
Flinders,QLD,65 - 69,64
Flinders,QLD,65 - 69,41
Flinders,QLD,70 - 74,64
Flinders,QLD,70 - 74,27
Flinders,QLD,75 - 79,39
Flinders,QLD,75 - 79,24
Flinders,QLD,80 - 84,26
Flinders,QLD,80 - 84,23
Flinders,QLD,85 and over,27
Flinders,QLD,85 and over,20
Flinders,TAS,0 - 4,174
Flinders,TAS,0 - 4,47
Flinders,TAS,5 - 9,150
Flinders,TAS,5 - 9,44
Flinders,TAS,10 - 14,144
Flinders,TAS,10 - 14,57
Flinders,TAS,15 - 19,111
Flinders,TAS,15 - 19,35
Flinders,TAS,20 - 24,95
Flinders,TAS,20 - 24,27
Flinders,TAS,25 - 29,130
Flinders,TAS,25 - 29,48
Flinders,TAS,30 - 34,157
Flinders,TAS,30 - 34,32
Flinders,TAS,35 - 39,129
Flinders,TAS,35 - 39,65
Flinders,TAS,40 - 44,161
Flinders,TAS,40 - 44,67
Flinders,TAS,45 - 49,145
Flinders,TAS,45 - 49,78
Flinders,TAS,50 - 54,121
Flinders,TAS,50 - 54,93
Flinders,TAS,55 - 59,106
Flinders,TAS,55 - 59,90
Flinders,TAS,60 - 64,103
Flinders,TAS,60 - 64,73
Flinders,TAS,65 - 69,64
Flinders,TAS,65 - 69,41
Flinders,TAS,70 - 74,64
Flinders,TAS,70 - 74,27
Flinders,TAS,75 - 79,39
Flinders,TAS,75 - 79,24
Flinders,TAS,80 - 84,26
Flinders,TAS,80 - 84,23
Flinders,TAS,85 and over,27
Flinders,TAS,85 and over,20
Flinders Ranges,SA,0 - 4,119
Flinders Ranges,SA,5 - 9,134
Flinders Ranges,SA,10 - 14,129
Flinders Ranges,SA,15 - 19,104
Flinders Ranges,SA,20 - 24,60
Flinders Ranges,SA,25 - 29,69
Flinders Ranges,SA,30 - 34,100
Flinders Ranges,SA,35 - 39,105
Flinders Ranges,SA,40 - 44,134
Flinders Ranges,SA,45 - 49,139
Flinders Ranges,SA,50 - 54,135
Flinders Ranges,SA,55 - 59,139
Flinders Ranges,SA,60 - 64,101
Flinders Ranges,SA,65 - 69,100
Flinders Ranges,SA,70 - 74,77
Flinders Ranges,SA,75 - 79,58
Flinders Ranges,SA,80 - 84,52
Flinders Ranges,SA,85 and over,21
Forbes,NSW,0 - 4,660
Forbes,NSW,5 - 9,731
Forbes,NSW,10 - 14,792
Forbes,NSW,15 - 19,735
Forbes,NSW,20 - 24,484
Forbes,NSW,25 - 29,476
Forbes,NSW,30 - 34,618
Forbes,NSW,35 - 39,619
Forbes,NSW,40 - 44,677
Forbes,NSW,45 - 49,627
Forbes,NSW,50 - 54,663
Forbes,NSW,55 - 59,605
Forbes,NSW,60 - 64,508
Forbes,NSW,65 - 69,495
Forbes,NSW,70 - 74,368
Forbes,NSW,75 - 79,294
Forbes,NSW,80 - 84,221
Forbes,NSW,85 and over,171
Franklin Harbour,SA,0 - 4,83
Franklin Harbour,SA,5 - 9,86
Franklin Harbour,SA,10 - 14,86
Franklin Harbour,SA,15 - 19,68
Franklin Harbour,SA,20 - 24,39
Franklin Harbour,SA,25 - 29,68
Franklin Harbour,SA,30 - 34,71
Franklin Harbour,SA,35 - 39,94
Franklin Harbour,SA,40 - 44,84
Franklin Harbour,SA,45 - 49,85
Franklin Harbour,SA,50 - 54,95
Franklin Harbour,SA,55 - 59,98
